"Yaş","Gelir","Harcamalar","Kredi_Skoru","İnternet_Aboneliği","Yorum","Puan"
53,65575,18794,725,21,"Hizmet çok iyi, teşekkürler.",352
59,47408,35939,667,15,"Kaliteli, ama fiyat biraz yüksek.",10
54,49359,24112,630,11,"İnternetten daha iyi bekliyordum.",809
39,38698,21544,705,18,"Beklediğimden daha iyi.",740
59,69492,14075,637,17,"Beklediğimden daha iyi.",637
29,73634,22778,733,3,"Ürünler kaliteli, ama fiyatlar yüksek.",152
59,72864,16162,607,15,"Yeterli bir deneyim.",161
30,67355,39870,627,13,"Hizmet çok iyi, teşekkürler.",789
28,67690,17636,614,3,"Beklediğimden daha iyi.",385
33,67814,32121,607,13,"Yine de memnun kaldım.",690
25,61645,35376,653,9,"Güzel hizmet, ama daha iyi olabilir.",143
57,86630,35335,733,10,"Hizmet çok iyi, teşekkürler.",138
57,78171,18002,628,1,"Ürünler kaliteli, ama fiyatlar yüksek.",205
62,51658,23453,714,2,"Yeterli bir deneyim.",95
19,45797,33456,633,14,"İnternetten daha iyi bekliyordum.",725
47,88799,24633,606,5,"Ürünler kaliteli, ama fiyatlar yüksek.",580
47,82236,27877,639,22,"Beklentilerimin altında.",355
29,36265,22992,673,10,"Ürünler kaliteli, ama fiyatlar yüksek.",470
27,83494,22126,740,19,"Harika ürünler!",317
61,82268,35390,661,8,"Harika ürünler!",511
28,56998,23090,685,13,"Beklediğimden daha iyi.",18
32,91339,26756,715,9,"Beklentilerimin altında.",412
33,44306,31971,664,18,"Yeterli bir deneyim.",937
34,94006,17071,640,4,"Ürünler kaliteli, ama fiyatlar yüksek.",406
43,77345,37574,722,8,"Hizmet çok iyi, teşekkürler.",827
19,41885,23749,715,5,"Beklediğimden daha iyi.",968
67,73826,29275,665,6,"Harika ürünler!",401
29,85597,21983,715,20,"Hizmet çok iyi, teşekkürler.",862
68,37443,16586,738,5,"Hizmet çok iyi, teşekkürler.",100
43,47084,34007,700,1,"Ürünler kaliteli, ama fiyatlar yüksek.",592
40,34383,29703,649,19,"Harika ürünler!",694
35,64361,36765,670,4,"İnternetten daha iyi bekliyordum.",17
49,91331,20641,679,1,"Ürünler kaliteli, ama fiyatlar yüksek.",154
66,50529,13967,678,19,"Kaliteli, ama fiyat biraz yüksek.",852
55,88574,10822,619,4,"Yine de memnun kaldım.",128
64,60932,10221,722,14,"Harika ürünler!",991
20,31908,16880,636,14,"Beklediğimden daha iyi.",909
55,60358,22129,602,9,"Yeterli bir deneyim.",314
20,60412,25543,692,19,"Yine de memnun kaldım.",365
47,32928,35963,700,11,"İnternetten daha iyi bekliyordum.",461
18,95158,13888,631,16,"Beklediğimden daha iyi.",160
47,60632,39665,647,19,"İnternetten daha iyi bekliyordum.",931
62,62309,23499,645,4,"İnternetten daha iyi bekliyordum.",630
49,39280,20352,713,9,"Yine de memnun kaldım.",934
45,70449,31684,694,17,"Beklentilerimin altında.",375
38,56957,29654,646,15,"İnternetten daha iyi bekliyordum.",331
63,66895,20117,639,8,"İnternetten daha iyi bekliyordum.",684
30,51695,31077,730,13,"Yine de memnun kaldım.",664
44,93123,37527,715,1,"Ürünler kaliteli, ama fiyatlar yüksek.",910
53,55176,22772,690,2,"Güzel hizmet, ama daha iyi olabilir.",19
24,48409,33950,657,10,"İnternetten daha iyi bekliyordum.",545
39,86967,13993,609,21,"Yine de memnun kaldım.",825
27,30987,28982,660,13,"Beklediğimden daha iyi.",571
56,84462,11666,710,11,"Kaliteli, ama fiyat biraz yüksek.",461
32,97501,26312,720,14,"Ürünler kaliteli, ama fiyatlar yüksek.",157
32,56015,21273,660,16,"Ürünler kaliteli, ama fiyatlar yüksek.",363
21,96404,24338,605,6,"Beklediğimden daha iyi.",908
49,80281,38461,674,2,"Ürünler kaliteli, ama fiyatlar yüksek.",717
40,67146,14757,714,5,"İnternetten daha iyi bekliyordum.",604
23,78231,36690,630,19,"Yine de memnun kaldım.",729
41,59032,37328,722,7,"Güzel hizmet, ama daha iyi olabilir.",322
37,58305,21360,666,17,"Beklentilerimin altında.",88
54,84306,27938,612,5,"Beklentilerimin altında.",986
37,48318,16115,658,12,"Ürünler kaliteli, ama fiyatlar yüksek.",172
29,43246,15437,653,19,"Güzel hizmet, ama daha iyi olabilir.",39
50,63844,32625,703,18,"Hizmet çok iyi, teşekkürler.",975
45,62602,19272,620,12,"Kaliteli, ama fiyat biraz yüksek.",933
25,51584,22126,642,3,"Hizmet çok iyi, teşekkürler.",202
18,45169,26471,610,4,"Ürünler kaliteli, ama fiyatlar yüksek.",732
54,55968,17115,708,15,"Kaliteli, ama fiyat biraz yüksek.",558
39,36385,37276,666,15,"Hizmet çok iyi, teşekkürler.",242
23,55444,12703,694,11,"Yine de memnun kaldım.",505
38,92497,21151,705,2,"Yeterli bir deneyim.",87
49,35362,28802,650,18,"Harika ürünler!",668
52,38250,36998,645,3,"Beklentilerimin altında.",673
32,98354,14147,642,18,"Harika ürünler!",906
22,66368,11747,626,14,"Beklediğimden daha iyi.",531
63,74109,18232,684,6,"Harika ürünler!",659
67,87645,25151,693,2,"Beklentilerimin altında.",712
65,86997,20330,726,1,"Güzel hizmet, ama daha iyi olabilir.",823
23,57426,26422,609,8,"Ürünler kaliteli, ama fiyatlar yüksek.",150
42,69023,21276,730,10,"Ürünler kaliteli, ama fiyatlar yüksek.",99
63,89267,33427,659,20,"Beklentilerimin altında.",246
57,54892,38255,626,18,"Hizmet çok iyi, teşekkürler.",624
46,89232,28535,722,20,"Harika ürünler!",730
24,89225,13937,661,11,"Yine de memnun kaldım.",855
57,46007,16886,645,18,"Güzel hizmet, ama daha iyi olabilir.",871
30,74858,20282,725,16,"Beklentilerimin altında.",536
55,75073,10208,662,5,"Harika ürünler!",984
35,50239,10599,603,7,"Hizmet çok iyi, teşekkürler.",495
19,92969,35180,615,22,"Yine de memnun kaldım.",288
25,43065,37099,673,2,"Yeterli bir deneyim.",414
28,71291,13709,711,11,"İnternetten daha iyi bekliyordum.",969
50,68805,36732,700,13,"Ürünler kaliteli, ama fiyatlar yüksek.",614
55,48443,34110,644,20,"Hizmet çok iyi, teşekkürler.",78
65,39290,26597,730,24,"Yeterli bir deneyim.",384
44,30211,15723,616,16,"Hizmet çok iyi, teşekkürler.",437
37,49072,24004,604,14,"Harika ürünler!",527
29,73290,32936,643,7,"Yeterli bir deneyim.",340
60,45115,19768,620,7,"Güzel hizmet, ama daha iyi olabilir.",58
48,35149,37394,667,12,"Beklentilerimin altında.",705
44,71992,20316,631,12,"Harika ürünler!",636
49,47716,32622,623,20,"Ürünler kaliteli, ama fiyatlar yüksek.",898
27,43621,34844,745,1,"İnternetten daha iyi bekliyordum.",910
20,36820,28792,666,23,"Güzel hizmet, ama daha iyi olabilir.",543
62,72800,37153,702,6,"Beklediğimden daha iyi.",689
44,85043,17972,653,8,"Hizmet çok iyi, teşekkürler.",878
52,60399,31162,724,13,"Beklentilerimin altında.",218
48,44002,38833,716,5,"Yine de memnun kaldım.",99
32,73098,39136,664,24,"Ürünler kaliteli, ama fiyatlar yüksek.",994
33,75511,27206,713,10,"İnternetten daha iyi bekliyordum.",955
30,83243,38211,675,14,"Harika ürünler!",102
66,58750,32484,616,24,"Güzel hizmet, ama daha iyi olabilir.",983
52,47310,28979,748,9,"Yine de memnun kaldım.",883
69,85398,34501,707,17,"İnternetten daha iyi bekliyordum.",629
28,74345,25546,627,3,"Hizmet çok iyi, teşekkürler.",754
38,81843,30337,643,12,"Yine de memnun kaldım.",118
68,40222,30215,693,12,"Harika ürünler!",903
28,61509,20291,621,11,"Yine de memnun kaldım.",6
47,30386,30967,637,22,"Hizmet çok iyi, teşekkürler.",387
65,94334,21794,613,4,"Güzel hizmet, ama daha iyi olabilir.",477
52,97170,21659,710,8,"Beklediğimden daha iyi.",521
39,70878,32619,721,10,"Yine de memnun kaldım.",827
55,99669,35226,653,14,"Hizmet çok iyi, teşekkürler.",280
48,68349,17983,740,1,"İnternetten daha iyi bekliyordum.",41
31,51952,16500,726,12,"Ürünler kaliteli, ama fiyatlar yüksek.",558
41,51529,32235,618,5,"Yeterli bir deneyim.",95
67,71521,11634,641,14,"Beklentilerimin altında.",503
66,48383,24059,640,4,"Harika ürünler!",245
49,34901,14814,649,17,"Beklediğimden daha iyi.",223
53,72889,27551,730,22,"Beklediğimden daha iyi.",113
49,44633,14076,675,13,"Güzel hizmet, ama daha iyi olabilir.",543
32,92244,18390,742,3,"Ürünler kaliteli, ama fiyatlar yüksek.",329
60,49163,33342,698,11,"Hizmet çok iyi, teşekkürler.",502
52,89019,15442,649,11,"Ürünler kaliteli, ama fiyatlar yüksek.",968
20,40707,35931,744,5,"Yine de memnun kaldım.",152
33,75101,32744,745,6,"Yeterli bir deneyim.",216
22,74706,33083,641,4,"Harika ürünler!",488
38,45115,13505,744,10,"Yine de memnun kaldım.",757
27,69979,27186,615,10,"Güzel hizmet, ama daha iyi olabilir.",271
36,70641,34011,684,12,"Yine de memnun kaldım.",944
42,99377,35276,651,22,"İnternetten daha iyi bekliyordum.",399
21,36416,10502,635,23,"Yeterli bir deneyim.",349
46,40633,22756,706,18,"Harika ürünler!",421
36,30594,24262,680,15,"Beklentilerimin altında.",260
60,44393,32209,714,23,"Ürünler kaliteli, ama fiyatlar yüksek.",518
19,65380,26141,641,23,"Kaliteli, ama fiyat biraz yüksek.",716
27,75056,20605,748,18,"Güzel hizmet, ama daha iyi olabilir.",263
60,34861,17939,667,3,"İnternetten daha iyi bekliyordum.",800
42,66126,32416,723,3,"Yine de memnun kaldım.",317
37,63682,33790,629,1,"Harika ürünler!",713
65,48228,14719,632,17,"Harika ürünler!",115
36,54009,17748,702,10,"Kaliteli, ama fiyat biraz yüksek.",211
40,30094,37543,652,6,"Hizmet çok iyi, teşekkürler.",159
41,82221,12870,743,11,"Kaliteli, ama fiyat biraz yüksek.",476
28,47430,39638,732,14,"Beklentilerimin altında.",640
63,65571,14758,705,17,"Yeterli bir deneyim.",858
51,84486,23038,676,7,"Güzel hizmet, ama daha iyi olabilir.",147
45,92294,15968,693,22,"Yine de memnun kaldım.",822
22,50860,21659,659,4,"Beklentilerimin altında.",446
22,96087,35994,710,11,"Hizmet çok iyi, teşekkürler.",77
68,38486,27482,654,19,"Güzel hizmet, ama daha iyi olabilir.",974
38,79607,29553,690,9,"Kaliteli, ama fiyat biraz yüksek.",261
29,39745,26766,641,21,"Yeterli bir deneyim.",51
67,48330,17790,668,8,"Harika ürünler!",257
21,70078,30324,623,20,"Harika ürünler!",732
66,85332,19585,717,4,"Yeterli bir deneyim.",550
59,84532,33836,741,16,"Beklentilerimin altında.",247
37,73336,37903,654,6,"Beklediğimden daha iyi.",888
55,38070,32836,614,6,"Güzel hizmet, ama daha iyi olabilir.",287
42,31320,36228,604,19,"Beklentilerimin altında.",253
31,68921,14271,700,2,"Hizmet çok iyi, teşekkürler.",627
28,36589,14323,731,11,"Yine de memnun kaldım.",946
49,94409,36970,629,18,"Yeterli bir deneyim.",708
28,45589,12038,652,9,"Beklediğimden daha iyi.",213
35,66375,25977,672,16,"Yeterli bir deneyim.",91
44,73085,15461,629,11,"Hizmet çok iyi, teşekkürler.",543
35,90840,18063,703,14,"Yine de memnun kaldım.",604
40,73200,28369,704,8,"Harika ürünler!",231
28,56732,11262,707,13,"İnternetten daha iyi bekliyordum.",642
38,52426,15731,683,10,"Yeterli bir deneyim.",829
61,60982,31500,691,23,"Beklentilerimin altında.",734
22,89720,19903,670,12,"Ürünler kaliteli, ama fiyatlar yüksek.",12
40,46746,10349,667,21,"Harika ürünler!",837
58,58514,38602,654,3,"Hizmet çok iyi, teşekkürler.",532
42,94889,10440,698,2,"Hizmet çok iyi, teşekkürler.",444
58,33851,29192,696,11,"Beklediğimden daha iyi.",502
27,49796,23899,670,24,"Ürünler kaliteli, ama fiyatlar yüksek.",525
39,92798,28946,672,18,"Beklediğimden daha iyi.",856
36,92985,13152,676,24,"Hizmet çok iyi, teşekkürler.",838
18,64592,35960,707,21,"Yine de memnun kaldım.",618
24,74845,34863,689,4,"Kaliteli, ama fiyat biraz yüksek.",405
21,45930,20247,698,8,"Beklentilerimin altında.",639
18,51159,35573,602,11,"Beklediğimden daha iyi.",543
32,54003,28717,718,15,"Yeterli bir deneyim.",680
57,65139,19614,749,23,"Yeterli bir deneyim.",287
29,82452,26457,710,24,"Hizmet çok iyi, teşekkürler.",425
39,52205,36038,621,21,"Ürünler kaliteli, ama fiyatlar yüksek.",435
39,86955,37770,715,2,"Kaliteli, ama fiyat biraz yüksek.",989
67,37464,33928,712,23,"Beklediğimden daha iyi.",80
64,39840,16949,623,19,"Beklentilerimin altında.",487
34,70768,12205,626,15,"Güzel hizmet, ama daha iyi olabilir.",181
46,39461,35005,635,13,"Beklediğimden daha iyi.",357
63,50927,27855,706,2,"Beklentilerimin altında.",701
31,45329,29865,744,3,"Hizmet çok iyi, teşekkürler.",254
67,45791,33922,655,14,"Ürünler kaliteli, ama fiyatlar yüksek.",852
37,82627,29564,609,20,"Ürünler kaliteli, ama fiyatlar yüksek.",985
67,44372,23133,653,13,"Beklediğimden daha iyi.",810
65,78469,28114,680,23,"Yeterli bir deneyim.",898
50,64370,10035,707,16,"Hizmet çok iyi, teşekkürler.",165
60,81408,39785,680,12,"Harika ürünler!",464
32,53703,27404,726,1,"Beklediğimden daha iyi.",255
29,45234,15534,697,6,"İnternetten daha iyi bekliyordum.",422
57,37532,36573,731,13,"Beklentilerimin altında.",197
37,65416,33545,660,22,"Harika ürünler!",212
47,48242,39991,748,24,"Kaliteli, ama fiyat biraz yüksek.",556
55,80254,18009,635,2,"Yeterli bir deneyim.",813
20,65249,20952,701,18,"Kaliteli, ama fiyat biraz yüksek.",882
45,62294,29501,645,17,"Yine de memnun kaldım.",871
43,89784,12535,694,19,"Yeterli bir deneyim.",524
47,33684,31098,670,23,"Güzel hizmet, ama daha iyi olabilir.",51
30,53795,38841,643,15,"Beklediğimden daha iyi.",264
30,90301,34721,663,8,"İnternetten daha iyi bekliyordum.",952
19,99187,14963,745,23,"Yine de memnun kaldım.",324
54,40431,22707,612,9,"Beklediğimden daha iyi.",554
66,85372,32475,612,8,"Hizmet çok iyi, teşekkürler.",6
55,77387,22860,624,8,"Beklediğimden daha iyi.",741
19,82927,24247,604,11,"Beklentilerimin altında.",43
53,39304,27410,727,18,"Kaliteli, ama fiyat biraz yüksek.",171
43,47032,30049,638,17,"Ürünler kaliteli, ama fiyatlar yüksek.",101
28,89486,27670,707,22,"Yeterli bir deneyim.",734
25,95552,29230,737,23,"İnternetten daha iyi bekliyordum.",579
61,59654,18512,624,6,"Yeterli bir deneyim.",633
57,69244,34158,673,23,"Güzel hizmet, ama daha iyi olabilir.",588
60,35942,38671,638,24,"Güzel hizmet, ama daha iyi olabilir.",811
39,80697,23887,615,2,"Beklediğimden daha iyi.",974
37,32693,12293,631,1,"Güzel hizmet, ama daha iyi olabilir.",295
25,86751,27996,662,10,"Harika ürünler!",204
46,36259,26860,692,8,"Beklentilerimin altında.",938
57,34942,33810,644,16,"Beklentilerimin altında.",490
43,77419,21356,652,24,"Harika ürünler!",317
47,86105,20018,649,14,"Yine de memnun kaldım.",170
34,95907,35358,625,24,"Güzel hizmet, ama daha iyi olabilir.",217
37,57383,22820,730,16,"Hizmet çok iyi, teşekkürler.",914
69,53404,25933,689,14,"Yine de memnun kaldım.",500
33,35702,11947,638,7,"Güzel hizmet, ama daha iyi olabilir.",816
63,86332,29715,652,18,"Harika ürünler!",192
60,69419,31644,621,20,"Kaliteli, ama fiyat biraz yüksek.",332
24,69242,25310,733,9,"İnternetten daha iyi bekliyordum.",152
33,64142,32450,651,24,"Hizmet çok iyi, teşekkürler.",979
62,37393,26303,674,4,"Beklediğimden daha iyi.",552
64,99939,25014,672,24,"Kaliteli, ama fiyat biraz yüksek.",22
65,99082,34031,628,16,"Kaliteli, ama fiyat biraz yüksek.",697
44,58893,39250,721,22,"Ürünler kaliteli, ama fiyatlar yüksek.",215
40,39388,31853,685,11,"Harika ürünler!",42
41,92969,27977,645,9,"Yeterli bir deneyim.",360
26,66660,19939,603,17,"Yine de memnun kaldım.",624
52,54726,24465,601,22,"Kaliteli, ama fiyat biraz yüksek.",742
68,92996,20225,732,11,"Güzel hizmet, ama daha iyi olabilir.",935
37,30111,17704,645,20,"Harika ürünler!",413
54,47545,32538,678,3,"Yine de memnun kaldım.",417
59,70168,26640,746,21,"Hizmet çok iyi, teşekkürler.",621
34,32379,16512,658,11,"Güzel hizmet, ama daha iyi olabilir.",649
64,71120,12991,671,8,"Hizmet çok iyi, teşekkürler.",616
48,47809,27801,619,10,"Harika ürünler!",315
25,82813,34144,652,6,"Yeterli bir deneyim.",896
32,57967,17965,706,17,"Beklediğimden daha iyi.",651
48,39748,23730,654,6,"İnternetten daha iyi bekliyordum.",429
47,53424,39553,720,7,"Yeterli bir deneyim.",766
63,53914,30498,614,13,"Harika ürünler!",498
37,49491,18301,600,6,"Kaliteli, ama fiyat biraz yüksek.",348
56,79454,28936,694,3,"Ürünler kaliteli, ama fiyatlar yüksek.",74
29,81925,19249,736,13,"Beklediğimden daha iyi.",232
66,67049,31791,617,10,"Harika ürünler!",912
34,57821,24155,704,4,"Güzel hizmet, ama daha iyi olabilir.",723
59,59945,39674,664,5,"Ürünler kaliteli, ama fiyatlar yüksek.",569
47,47384,38926,676,21,"Güzel hizmet, ama daha iyi olabilir.",37
46,58410,31117,715,19,"Yine de memnun kaldım.",261
36,93766,26080,668,18,"Beklediğimden daha iyi.",445
63,37169,12042,741,24,"Güzel hizmet, ama daha iyi olabilir.",211
28,70129,28565,674,7,"Güzel hizmet, ama daha iyi olabilir.",457
51,33830,24834,650,21,"Yine de memnun kaldım.",649
67,86306,14492,614,1,"Beklediğimden daha iyi.",990
24,95267,13558,668,17,"İnternetten daha iyi bekliyordum.",281
61,57757,19813,614,24,"Yine de memnun kaldım.",569
51,93867,13658,629,20,"Yine de memnun kaldım.",784
37,65650,26319,677,20,"Beklediğimden daha iyi.",564
67,63766,29078,634,18,"Yine de memnun kaldım.",205
55,62419,13884,668,5,"Kaliteli, ama fiyat biraz yüksek.",4
41,46668,14780,739,22,"Beklentilerimin altında.",834
27,46246,29668,645,6,"Beklediğimden daha iyi.",618
49,54996,15952,725,10,"Beklediğimden daha iyi.",242
69,81312,17517,684,19,"İnternetten daha iyi bekliyordum.",147
32,33065,32546,647,10,"Güzel hizmet, ama daha iyi olabilir.",690
54,40467,15106,666,6,"Kaliteli, ama fiyat biraz yüksek.",685
37,80646,28550,688,10,"Yeterli bir deneyim.",974
20,51007,38462,651,10,"Hizmet çok iyi, teşekkürler.",322
54,98079,14397,621,21,"İnternetten daha iyi bekliyordum.",386
57,58702,38898,698,12,"Güzel hizmet, ama daha iyi olabilir.",918
25,83952,34052,730,24,"Beklentilerimin altında.",392
57,88065,39907,687,4,"Beklentilerimin altında.",650
61,64169,22643,735,13,"Beklediğimden daha iyi.",686
40,46829,39372,717,10,"İnternetten daha iyi bekliyordum.",764
57,90135,24822,638,16,"Beklediğimden daha iyi.",944
28,34522,29776,617,19,"Yeterli bir deneyim.",249
63,65319,20462,704,6,"Beklentilerimin altında.",427
25,56543,13711,730,9,"Beklediğimden daha iyi.",368
46,60473,32263,745,14,"Kaliteli, ama fiyat biraz yüksek.",908
47,37699,11586,679,24,"Hizmet çok iyi, teşekkürler.",647
27,98165,19406,716,10,"Yeterli bir deneyim.",446
56,70455,17138,600,8,"Yeterli bir deneyim.",21
45,47441,17662,716,3,"Beklediğimden daha iyi.",549
66,60716,17404,727,17,"Yeterli bir deneyim.",538
53,92175,23333,625,19,"Yeterli bir deneyim.",281
30,36834,19837,611,3,"İnternetten daha iyi bekliyordum.",278
49,48179,19542,637,14,"İnternetten daha iyi bekliyordum.",119
53,56219,25904,684,6,"Yeterli bir deneyim.",252
54,45782,37774,652,19,"Kaliteli, ama fiyat biraz yüksek.",870
43,39496,18556,612,18,"Yine de memnun kaldım.",990
39,69238,30323,727,12,"Kaliteli, ama fiyat biraz yüksek.",476
21,76025,23355,675,15,"Beklediğimden daha iyi.",64
48,89886,22806,612,6,"Yine de memnun kaldım.",585
35,53563,29583,745,21,"İnternetten daha iyi bekliyordum.",302
55,33712,19818,746,12,"Beklediğimden daha iyi.",316
41,75489,37777,746,19,"Ürünler kaliteli, ama fiyatlar yüksek.",173
40,62664,24864,647,7,"Yeterli bir deneyim.",899
39,42420,36221,670,23,"Hizmet çok iyi, teşekkürler.",414
19,84610,33325,691,20,"Hizmet çok iyi, teşekkürler.",259
48,35315,10981,746,10,"İnternetten daha iyi bekliyordum.",284
28,93910,36971,685,18,"Harika ürünler!",72
45,90972,20228,682,2,"Harika ürünler!",78
63,85919,13552,647,13,"Ürünler kaliteli, ama fiyatlar yüksek.",43
49,34132,27305,628,15,"Kaliteli, ama fiyat biraz yüksek.",744
22,71598,21938,618,24,"Harika ürünler!",2
55,50551,26318,698,4,"Beklediğimden daha iyi.",442
27,98206,30042,646,7,"Beklentilerimin altında.",78
57,56296,38358,688,3,"Ürünler kaliteli, ama fiyatlar yüksek.",376
63,48066,30379,659,16,"Harika ürünler!",692
41,58892,33448,747,9,"Ürünler kaliteli, ama fiyatlar yüksek.",138
52,94771,15052,746,23,"Yine de memnun kaldım.",901
61,57484,39032,641,23,"Yine de memnun kaldım.",814
65,57115,15406,676,17,"Yeterli bir deneyim.",6
40,56038,30661,675,8,"Harika ürünler!",882
34,66622,27858,742,18,"Ürünler kaliteli, ama fiyatlar yüksek.",877
18,65886,22850,667,24,"Beklediğimden daha iyi.",835
48,81284,22601,678,13,"Beklediğimden daha iyi.",724
48,39901,17098,674,2,"Beklediğimden daha iyi.",512
59,86377,36644,686,1,"Kaliteli, ama fiyat biraz yüksek.",695
59,79862,30151,614,16,"Kaliteli, ama fiyat biraz yüksek.",762
51,62806,37428,689,16,"Beklentilerimin altında.",726
26,47659,16719,606,11,"Güzel hizmet, ama daha iyi olabilir.",76
39,53453,25856,612,24,"Harika ürünler!",42
30,60498,18594,612,4,"Hizmet çok iyi, teşekkürler.",923
42,46312,35723,747,11,"Yeterli bir deneyim.",156
65,31436,10612,609,6,"Beklentilerimin altında.",529
35,57569,17286,723,11,"Beklentilerimin altında.",854
68,88813,20068,725,1,"Ürünler kaliteli, ama fiyatlar yüksek.",219
29,75986,19805,626,9,"Yeterli bir deneyim.",584
57,83177,13017,699,7,"Kaliteli, ama fiyat biraz yüksek.",189
34,39305,31172,615,21,"Yine de memnun kaldım.",874
32,62646,19926,658,22,"Yine de memnun kaldım.",261
59,70430,21740,620,3,"Ürünler kaliteli, ama fiyatlar yüksek.",143
32,98659,33486,615,9,"Ürünler kaliteli, ama fiyatlar yüksek.",484
32,34158,37495,612,2,"Güzel hizmet, ama daha iyi olabilir.",640
56,57738,39511,632,10,"Kaliteli, ama fiyat biraz yüksek.",277
30,39879,36726,668,17,"İnternetten daha iyi bekliyordum.",813
34,35543,20572,651,1,"Kaliteli, ama fiyat biraz yüksek.",701
49,77924,26237,664,18,"Yine de memnun kaldım.",662
26,72348,20002,643,6,"Güzel hizmet, ama daha iyi olabilir.",916
57,66679,25818,678,6,"Yeterli bir deneyim.",306
37,73888,13201,615,9,"Hizmet çok iyi, teşekkürler.",895
43,60276,10752,617,10,"Beklentilerimin altında.",606
44,34799,37048,616,15,"Hizmet çok iyi, teşekkürler.",549
38,90558,17556,651,4,"Kaliteli, ama fiyat biraz yüksek.",155
35,66534,39608,655,8,"Güzel hizmet, ama daha iyi olabilir.",299
30,61668,11341,692,4,"Kaliteli, ama fiyat biraz yüksek.",346
33,34111,23981,608,3,"Ürünler kaliteli, ama fiyatlar yüksek.",422
26,54686,18696,744,4,"Harika ürünler!",425
29,46490,33398,626,1,"Kaliteli, ama fiyat biraz yüksek.",41
61,65194,24525,636,9,"İnternetten daha iyi bekliyordum.",315
55,44497,33139,621,11,"Güzel hizmet, ama daha iyi olabilir.",637
36,83516,29866,671,21,"Harika ürünler!",824
24,74104,36545,698,23,"Yeterli bir deneyim.",76
52,35316,38625,671,19,"Yeterli bir deneyim.",95
65,68130,38723,722,21,"İnternetten daha iyi bekliyordum.",262
35,59954,34112,690,20,"İnternetten daha iyi bekliyordum.",818
33,51652,15565,635,7,"Güzel hizmet, ama daha iyi olabilir.",736
56,44178,24947,697,5,"Yine de memnun kaldım.",622
21,81163,33995,641,2,"Kaliteli, ama fiyat biraz yüksek.",749
42,44751,17930,710,19,"Harika ürünler!",204
49,95961,16517,612,24,"İnternetten daha iyi bekliyordum.",287
57,33044,24287,678,3,"Harika ürünler!",262
30,93165,21829,717,15,"Ürünler kaliteli, ama fiyatlar yüksek.",587
62,41480,12422,651,7,"Beklediğimden daha iyi.",935
34,95439,39060,694,5,"Harika ürünler!",654
66,73874,23960,711,23,"Yeterli bir deneyim.",314
54,96775,18865,657,10,"Beklediğimden daha iyi.",368
23,36566,15985,686,9,"Kaliteli, ama fiyat biraz yüksek.",596
36,83149,16947,602,23,"Beklentilerimin altında.",907
30,33006,23790,715,14,"Yeterli bir deneyim.",251
43,49423,24739,615,22,"Beklediğimden daha iyi.",332
31,63952,35168,729,13,"Yine de memnun kaldım.",743
48,57326,34019,622,1,"Beklentilerimin altında.",425
21,61139,20971,697,16,"Harika ürünler!",294
56,92103,13668,609,20,"İnternetten daha iyi bekliyordum.",830
25,90857,20744,664,8,"Hizmet çok iyi, teşekkürler.",641
42,42937,38754,621,17,"Kaliteli, ama fiyat biraz yüksek.",284
30,60161,32846,651,6,"Kaliteli, ama fiyat biraz yüksek.",316
49,34383,29522,710,2,"Beklediğimden daha iyi.",511
55,44735,14509,679,13,"Güzel hizmet, ama daha iyi olabilir.",28
55,89919,12500,732,8,"Yine de memnun kaldım.",739
45,97561,29177,652,9,"İnternetten daha iyi bekliyordum.",293
47,67622,30677,622,13,"Ürünler kaliteli, ama fiyatlar yüksek.",6
20,68135,19904,705,18,"İnternetten daha iyi bekliyordum.",541
45,65658,36921,690,18,"Beklentilerimin altında.",214
20,59696,31783,718,9,"Beklentilerimin altında.",626
62,33773,26683,737,2,"Yeterli bir deneyim.",987
51,54956,22416,719,4,"Güzel hizmet, ama daha iyi olabilir.",951
33,45819,24833,692,18,"Hizmet çok iyi, teşekkürler.",214
39,31528,28290,661,17,"Kaliteli, ama fiyat biraz yüksek.",163
49,74588,12485,681,12,"Harika ürünler!",169
55,50511,24003,606,16,"Beklediğimden daha iyi.",220
25,40119,17459,699,13,"İnternetten daha iyi bekliyordum.",259
25,46167,34782,673,11,"Ürünler kaliteli, ama fiyatlar yüksek.",723
23,86503,16120,737,14,"Güzel hizmet, ama daha iyi olabilir.",260
31,64889,18485,656,10,"İnternetten daha iyi bekliyordum.",813
49,75678,24251,629,23,"Beklediğimden daha iyi.",842
52,90262,28257,602,21,"İnternetten daha iyi bekliyordum.",641
27,34681,32486,613,19,"Beklentilerimin altında.",616
20,96008,38334,676,24,"Beklentilerimin altında.",565
29,43690,16172,682,21,"Hizmet çok iyi, teşekkürler.",619
66,55912,32706,737,17,"Beklediğimden daha iyi.",471
48,36473,28472,678,9,"Yine de memnun kaldım.",826
46,71298,34021,637,14,"Hizmet çok iyi, teşekkürler.",800
22,48669,31695,741,5,"İnternetten daha iyi bekliyordum.",254
69,50943,16487,639,3,"Kaliteli, ama fiyat biraz yüksek.",277
42,68785,19964,739,22,"Yine de memnun kaldım.",558
58,93427,21055,741,8,"Beklediğimden daha iyi.",645
48,92001,16880,728,18,"Kaliteli, ama fiyat biraz yüksek.",23
38,91724,31105,667,3,"Beklediğimden daha iyi.",988
37,40832,38949,648,23,"Yine de memnun kaldım.",432
56,35385,29810,617,2,"Yine de memnun kaldım.",991
